Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;;2025M09;72.643
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;;2025M08;89.950
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;;2025M07;65.018
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;;2025M06;59.385
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;;2025M05;69.250
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;;2025M04;52.413
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;;2025M03;41.941
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;;2025M02;34.066
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;;2025M01;29.430
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2026M04;41.043
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2026M03;36.643
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2026M02;31.331
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2026M01;26.381
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2025M12;39.725
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2025M11;42.836
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2025M10;48.816
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2025M09;46.609
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2025M08;71.733
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2025M07;49.276
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2025M06;41.220
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2025M05;46.945
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2025M04;39.440
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2025M03;36.270
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2025M02;30.272
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en España;2025M01;25.678
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2026M04;12.270
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2026M03;6.236
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2026M02;3.959
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2026M01;3.974
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2025M12;4.910
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2025M11;6.889
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2025M10;17.573
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2025M09;26.034
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2025M08;18.217
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2025M07;15.742
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2025M06;18.164
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2025M05;22.305
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2025M04;12.973
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2025M03;5.671
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2025M02;3.794
Total Nacional;17 Rioja, La;26 Rioja, La;Viajero;Total;Residentes en el Extranjero;2025M01;3.752
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2026M04;95.185
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2026M03;76.574
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2026M02;62.140
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2026M01;51.746
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2025M12;73.419
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2025M11;88.124
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2025M10;120.354
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2025M09;126.289
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2025M08;144.984
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2025M07;108.197
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2025M06;106.146
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2025M05;118.051
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2025M04;91.723
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2025M03;72.069
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2025M02;57.878
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;;2025M01;49.293
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2026M04;74.259
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2026M03;64.555
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2026M02;54.649
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2026M01;44.009
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2025M12;64.388
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2025M11;74.755
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2025M10;88.347
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2025M09;84.090
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2025M08;117.833
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2025M07;83.214
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2025M06;72.382
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2025M05;83.390
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2025M04;69.828
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2025M03;61.570
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2025M02;50.503
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en España;2025M01;42.483
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2026M04;20.926
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2026M03;12.019
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2026M02;7.490
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2026M01;7.738
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2025M12;9.031
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2025M11;13.368
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2025M10;32.007
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2025M09;42.199
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2025M08;27.151
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2025M07;24.983
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2025M06;33.764
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2025M05;34.661
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2025M04;21.895
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2025M03;10.500
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2025M02;7.375
Total Nacional;17 Rioja, La;26 Rioja, La;Pernoctaciones;Total;Residentes en el Extranjero;2025M01;6.809
Total Nacional;18 Ceuta;;Viajero;Total;;2026M04;4.625
Total Nacional;18 Ceuta;;Viajero;Total;;2026M03;4.400
Total Nacional;18 Ceuta;;Viajero;Total;;2026M02;3.058
Total Nacional;18 Ceuta;;Viajero;Total;;2026M01;4.264
Total Nacional;18 Ceuta;;Viajero;Total;;2025M12;4.357
Total Nacional;18 Ceuta;;Viajero;Total;;2025M11;6.208
Total Nacional;18 Ceuta;;Viajero;Total;;2025M10;7.203
Total Nacional;18 Ceuta;;Viajero;Total;;2025M09;7.070
Total Nacional;18 Ceuta;;Viajero;Total;;2025M08;7.231
Total Nacional;18 Ceuta;;Viajero;Total;;2025M07;6.720
Total Nacional;18 Ceuta;;Viajero;Total;;2025M06;6.986
Total Nacional;18 Ceuta;;Viajero;Total;;2025M05;6.527
Total Nacional;18 Ceuta;;Viajero;Total;;2025M04;6.665
Total Nacional;18 Ceuta;;Viajero;Total;;2025M03;4.773
Total Nacional;18 Ceuta;;Viajero;Total;;2025M02;5.435
Total Nacional;18 Ceuta;;Viajero;Total;;2025M01;5.239
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2026M04;3.143
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2026M03;3.297
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2026M02;2.233
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2026M01;2.525
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2025M12;2.964
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2025M11;4.412
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2025M10;5.356
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2025M09;5.316
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2025M08;4.106
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2025M07;4.357
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2025M06;4.885
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2025M05;3.886
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2025M04;4.802
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2025M03;2.737
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2025M02;2.696
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en España;2025M01;2.777
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2026M04;1.482
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2026M03;1.103
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2026M02;825
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2026M01;1.739
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2025M12;1.392
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2025M11;1.796
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2025M10;1.846
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2025M09;1.754
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2025M08;3.125
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2025M07;2.363
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2025M06;2.101
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2025M05;2.642
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2025M04;1.863
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2025M03;2.035
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2025M02;2.739
Total Nacional;18 Ceuta;;Viajero;Total;Residentes en el Extranjero;2025M01;2.462
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2026M04;9.054
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2026M03;8.733
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2026M02;6.604
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2026M01;8.344
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2025M12;8.376
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2025M11;11.349
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2025M10;12.397
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2025M09;13.934
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2025M08;16.990
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2025M07;14.411
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2025M06;13.385
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2025M05;11.843
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2025M04;11.555
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2025M03;9.373
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2025M02;9.368
Total Nacional;18 Ceuta;;Pernoctaciones;Total;;2025M01;8.916
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2026M04;6.529
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2026M03;6.763
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2026M02;4.864
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2026M01;5.413
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2025M12;5.587
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2025M11;8.121
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2025M10;9.389
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2025M09;10.714
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2025M08;9.859
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2025M07;9.304
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2025M06;9.173
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2025M05;7.481
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2025M04;8.177
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2025M03;5.642
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2025M02;4.879
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en España;2025M01;4.969
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2026M04;2.526
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2026M03;1.970
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2026M02;1.740
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2026M01;2.931
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2025M12;2.789
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2025M11;3.227
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2025M10;3.008
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2025M09;3.221
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2025M08;7.131
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2025M07;5.106
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2025M06;4.212
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2025M05;4.362
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2025M04;3.378
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2025M03;3.731
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2025M02;4.489
Total Nacional;18 Ceuta;;Pernoctaciones;Total;Residentes en el Extranjero;2025M01;3.947
Total Nacional;19 Melilla;;Viajero;Total;;2026M04;6.296
Total Nacional;19 Melilla;;Viajero;Total;;2026M03;5.912
Total Nacional;19 Melilla;;Viajero;Total;;2026M02;4.213
Total Nacional;19 Melilla;;Viajero;Total;;2026M01;4.184
Total Nacional;19 Melilla;;Viajero;Total;;2025M12;4.636
Total Nacional;19 Melilla;;Viajero;Total;;2025M11;5.365
Total Nacional;19 Melilla;;Viajero;Total;;2025M10;6.711
Total Nacional;19 Melilla;;Viajero;Total;;2025M09;6.631
Total Nacional;19 Melilla;;Viajero;Total;;2025M08;7.043
Total Nacional;19 Melilla;;Viajero;Total;;2025M07;5.590
Total Nacional;19 Melilla;;Viajero;Total;;2025M06;5.373
Total Nacional;19 Melilla;;Viajero;Total;;2025M05;5.993
Total Nacional;19 Melilla;;Viajero;Total;;2025M04;5.168
Total Nacional;19 Melilla;;Viajero;Total;;2025M03;3.703
Total Nacional;19 Melilla;;Viajero;Total;;2025M02;4.330
Total Nacional;19 Melilla;;Viajero;Total;;2025M01;3.927
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2026M04;5.467
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2026M03;5.127
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2026M02;3.399
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2026M01;3.109
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2025M12;3.488
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2025M11;4.367
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2025M10;5.236
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2025M09;5.282
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2025M08;3.541
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2025M07;3.439
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2025M06;4.298
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2025M05;4.850
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2025M04;4.036
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2025M03;3.213
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2025M02;3.453
Total Nacional;19 Melilla;;Viajero;Total;Residentes en España;2025M01;2.590
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2026M04;829
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2026M03;785
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2026M02;814
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2026M01;1.075
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2025M12;1.148
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2025M11;998
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2025M10;1.475
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2025M09;1.349
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2025M08;3.502
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2025M07;2.151
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2025M06;1.075
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2025M05;1.143
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2025M04;1.133
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2025M03;490
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2025M02;877
Total Nacional;19 Melilla;;Viajero;Total;Residentes en el Extranjero;2025M01;1.337
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2026M04;12.145
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2026M03;9.608
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2026M02;8.972
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2026M01;8.380
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2025M12;9.592
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2025M11;10.986
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2025M10;13.285
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2025M09;14.261
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2025M08;14.936
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2025M07;12.434
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2025M06;12.671
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2025M05;12.826
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2025M04;10.314
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2025M03;9.233
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2025M02;9.578
Total Nacional;19 Melilla;;Pernoctaciones;Total;;2025M01;7.988
Total Nacional;19 Melilla;;Pernoctaciones;Total;Residentes en España;2026M04;10.624
